partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_356316-356404	sp|Q9UI30|TR112_HUMAN	87	0.696	(0, 122)	122	0.976	125
Homo_sapiens_356405-356539	sp|Q96F25|ALG14_HUMAN	132	0.611	(41, 216)	175	0.810	216
Homo_sapiens_356540-356673	sp|Q9H9V9|JMJD4_HUMAN	125	0.270	(93, 380)	287	0.620	463
Homo_sapiens_356674-356759	sp|Q96BK5|PINX1_HUMAN	86	0.262	(8, 149)	141	0.430	328
Homo_sapiens_356760-356877	sp|Q99471|PFD5_HUMAN	112	0.727	(3, 133)	130	0.844	154
Homo_sapiens_356878-357073	sp|P20618|PSB1_HUMAN	196	0.813	(29, 241)	212	0.880	241
Homo_sapiens_357074-357248	sp|Q8TC29|ENKUR_HUMAN	165	0.645	(7, 251)	244	0.953	256
Homo_sapiens_357249-357359	sp|Q9NV58|RN19A_HUMAN	111	0.132	(132, 348)	216	0.258	838
Homo_sapiens_357360-357554	sp|P0CK96|S352B_HUMAN	189	0.467	(141, 371)	230	0.568	405
Homo_sapiens_357555-357665	sp|Q96I76|GPTC3_HUMAN	111	0.211	(296, 457)	161	0.307	525
Homo_sapiens_357666-357752	sp|Q9H7E2|TDRD3_HUMAN	55	0.084	(3, 94)	91	0.140	651
Homo_sapiens_357753-357946	sp|Q6PF18|MORN3_HUMAN	190	0.792	(0, 220)	220	0.917	240
Homo_sapiens_357947-358080	sp|Q8WXX5|DNJC9_HUMAN	134	0.515	(13, 200)	187	0.719	260
Homo_sapiens_358081-358166	sp|O00488|ZN593_HUMAN	62	0.463	(23, 114)	91	0.679	134
Homo_sapiens_358167-358357	sp|O14717|TRDMT_HUMAN	191	0.488	(3, 387)	384	0.982	391
Homo_sapiens_358358-358585	sp|Q8NEP3|DAAF1_HUMAN	228	0.314	(91, 329)	238	0.328	725
Homo_sapiens_358586-358708	sp|Q6DHV7|ADAL_HUMAN	120	0.338	(93, 344)	251	0.707	355
Homo_sapiens_358709-358816	sp|Q8N4W6|DJC22_HUMAN	94	0.276	(2, 331)	329	0.965	341
Homo_sapiens_358817-358900	sp|Q8WVL7|ANR49_HUMAN	79	0.331	(80, 216)	136	0.569	239
Homo_sapiens_358901-359059	sp|O43148|MCES_HUMAN	159	0.334	(149, 467)	318	0.668	476
Homo_sapiens_359060-359225	sp|Q8IW45|NNRD_HUMAN	156	0.450	(60, 288)	228	0.657	347
Homo_sapiens_359226-359377	sp|Q8NEY3|SPAT4_HUMAN	141	0.462	(48, 235)	187	0.613	305
Homo_sapiens_359378-359516	sp|Q5VUJ9|EFCB2_HUMAN	102	0.379	(155, 260)	105	0.390	269
Homo_sapiens_359625-359716	sp|Q15005|SPCS2_HUMAN	90	0.398	(43, 201)	158	0.699	226
Homo_sapiens_359717-359828	sp|Q14165|MLEC_HUMAN	111	0.380	(47, 225)	178	0.610	292
Homo_sapiens_359829-359965	sp|Q9Y2X7|GIT1_HUMAN	137	0.180	(10, 354)	344	0.452	761
Homo_sapiens_359966-360432	sp|Q6P1X5|TAF2_HUMAN	465	0.388	(46, 978)	932	0.777	1199
Homo_sapiens_360433-360771	sp|Q96EX3|WDR34_HUMAN	284	0.530	(84, 530)	446	0.832	536
Homo_sapiens_360772-360985	sp|O94972|TRI37_HUMAN	214	0.222	(5, 418)	413	0.428	964
Homo_sapiens_360986-361139	sp|Q9Y5X2|SNX8_HUMAN	150	0.323	(69, 403)	334	0.718	465
Homo_sapiens_361140-361252	sp|P30049|ATPD_HUMAN	103	0.613	(38, 166)	128	0.762	168
Homo_sapiens_361253-361601	sp|Q96LB3|IFT74_HUMAN	328	0.547	(47, 573)	526	0.877	600
Homo_sapiens_361602-361717	sp|O75940|SPF30_HUMAN	108	0.454	(6, 222)	216	0.908	238
Homo_sapiens_361718-362063	sp|Q86Y56|DAAF5_HUMAN	307	0.359	(135, 845)	710	0.830	855
Homo_sapiens_362064-362176	sp|Q13889|TF2H3_HUMAN	112	0.364	(128, 290)	162	0.526	308
Homo_sapiens_362177-362374	sp|P48556|PSMD8_HUMAN	182	0.520	(94, 350)	256	0.731	350
Homo_sapiens_362375-362583	sp|Q7Z4L9|PPR42_HUMAN	194	0.546	(0, 242)	242	0.682	355
Homo_sapiens_362584-362756	sp|Q5TDH0|DDI2_HUMAN	173	0.434	(141, 359)	218	0.546	399
Homo_sapiens_362757-362843	sp|Q8N5Y8|PAR16_HUMAN	83	0.258	(41, 302)	261	0.811	322
Homo_sapiens_362844-363007	sp|Q9ULC4|MCTS1_HUMAN	164	0.906	(1, 176)	175	0.967	181
Homo_sapiens_363008-363250	sp|O43586|PPIP1_HUMAN	187	0.450	(13, 388)	375	0.901	416
Homo_sapiens_363251-363516	sp|Q9BU23|LMF2_HUMAN	258	0.365	(19, 578)	559	0.791	707
Homo_sapiens_363517-363605	sp|O43181|NDUS4_HUMAN	89	0.509	(73, 175)	102	0.583	175
Homo_sapiens_363606-363759	sp|Q9NRN9|METL5_HUMAN	153	0.732	(7, 205)	198	0.947	209
Homo_sapiens_363760-363846	sp|Q13901|C1D_HUMAN	62	0.440	(47, 122)	75	0.532	141
Homo_sapiens_363847-364023	sp|O95926|SYF2_HUMAN	176	0.724	(37, 243)	206	0.848	243
Homo_sapiens_364024-364196	sp|Q9BTE1|DCTN5_HUMAN	173	0.951	(0, 179)	179	0.984	182
Homo_sapiens_364379-364512	sp|Q5RKV6|EXOS6_HUMAN	98	0.360	(46, 200)	154	0.566	272
Homo_sapiens_364513-364703	sp|P30042|ES1_HUMAN	191	0.713	(44, 256)	212	0.791	268
Homo_sapiens_364704-364799	sp|Q96FZ2|HMCES_HUMAN	87	0.246	(72, 259)	187	0.528	354
Homo_sapiens_364800-364914	sp|Q6P656|CF161_HUMAN	113	0.375	(2, 267)	265	0.880	301
Homo_sapiens_364915-365019	sp|Q9UL33|TPC2L_HUMAN	98	0.700	(1, 123)	122	0.871	140
Homo_sapiens_365020-365153	sp|Q14318|FKBP8_HUMAN	120	0.291	(91, 367)	276	0.670	412
Homo_sapiens_365154-365289	sp|Q9Y4P9|SPEF1_HUMAN	126	0.534	(4, 228)	224	0.949	236
Homo_sapiens_365290-365373	sp|O15212|PFD6_HUMAN	82	0.636	(5, 92)	87	0.674	129
Homo_sapiens_365374-365518	sp|Q8IYI6|EXOC8_HUMAN	143	0.197	(58, 547)	489	0.674	725
Homo_sapiens_365519-365625	sp|Q7L1T6|NB5R4_HUMAN	104	0.200	(25, 495)	470	0.902	521
Homo_sapiens_365626-365740	sp|Q9NX07|TSAP1_HUMAN	115	0.401	(2, 176)	174	0.606	287
Homo_sapiens_365741-365875	sp|Q9Y4R8|TELO2_HUMAN	133	0.159	(533, 772)	239	0.286	837
Homo_sapiens_365876-366124	sp|P82094|TMF1_HUMAN	247	0.226	(457, 1089)	632	0.578	1093
Homo_sapiens_366125-366250	sp|O94880|PHF14_HUMAN	125	0.141	(320, 500)	180	0.203	888
Homo_sapiens_366251-366714	sp|O00116|ADAS_HUMAN	464	0.705	(83, 657)	574	0.872	658
Homo_sapiens_366715-366849	sp|Q96CD2|COAC_HUMAN	134	0.657	(19, 191)	172	0.843	204
Homo_sapiens_366850-367082	sp|Q5VW32|BROX_HUMAN	228	0.555	(3, 367)	364	0.886	411
Homo_sapiens_367083-367190	sp|Q9BV19|CA050_HUMAN	107	0.538	(40, 164)	124	0.623	199
Homo_sapiens_367191-367275	sp|Q86UY6|NAA40_HUMAN	80	0.338	(78, 215)	137	0.578	237
Homo_sapiens_367276-367374	sp|Q15814|TBCC_HUMAN	99	0.286	(193, 336)	143	0.413	346
Homo_sapiens_367375-367477	sp|P61803|DAD1_HUMAN	103	0.912	(4, 113)	109	0.965	113
Homo_sapiens_367478-367640	sp|P61081|UBC12_HUMAN	163	0.891	(0, 183)	183	1.000	183
Homo_sapiens_367641-367794	sp|Q06136|KDSR_HUMAN	152	0.458	(33, 300)	267	0.804	332
Homo_sapiens_367795-367914	sp|Q7L5D6|GET4_HUMAN	118	0.361	(24, 327)	303	0.927	327
Homo_sapiens_367915-368122	sp|Q12824|SNF5_HUMAN	208	0.540	(11, 368)	357	0.927	385
Homo_sapiens_368123-368215	sp|Q9BRN9|TM2D3_HUMAN	92	0.372	(89, 247)	158	0.640	247
Homo_sapiens_368216-368358	sp|Q96HY6|DDRGK_HUMAN	140	0.446	(117, 302)	185	0.589	314
Homo_sapiens_368359-368444	sp|Q15526|SURF1_HUMAN	86	0.287	(65, 205)	140	0.467	300
Homo_sapiens_368445-368536	sp|Q9UEU0|VTI1B_HUMAN	88	0.379	(6, 228)	222	0.957	232
Homo_sapiens_368537-368779	sp|Q9H9Y2|RPF1_HUMAN	233	0.668	(83, 349)	266	0.762	349
Homo_sapiens_368780-368902	sp|Q15382|RHEB_HUMAN	112	0.609	(12, 153)	141	0.766	184
Homo_sapiens_368903-369119	sp|Q92643|GPI8_HUMAN	204	0.516	(41, 306)	265	0.671	395
Homo_sapiens_369120-369318	sp|P50336|PPOX_HUMAN	186	0.390	(3, 460)	457	0.958	477
Homo_sapiens_369319-369475	sp|Q9UBE0|SAE1_HUMAN	151	0.436	(12, 343)	331	0.957	346
Homo_sapiens_369476-369573	sp|P78537|BL1S1_HUMAN	98	0.641	(28, 146)	118	0.771	153
Homo_sapiens_369679-369802	sp|Q9UJA2|CRLS1_HUMAN	116	0.385	(107, 270)	163	0.542	301
Homo_sapiens_369803-369954	sp|Q53FT3|HIKES_HUMAN	145	0.736	(0, 197)	197	1.000	197
Homo_sapiens_369955-370074	sp|Q9BRX5|PSF3_HUMAN	107	0.495	(22, 210)	188	0.870	216
Homo_sapiens_370075-370228	sp|Q8N6V9|TEX9_HUMAN	140	0.358	(35, 389)	354	0.905	391
Homo_sapiens_370229-370381	sp|Q9BPU9|B9D2_HUMAN	153	0.874	(0, 174)	174	0.994	175
Homo_sapiens_370382-370504	sp|Q6NUP7|PP4R4_HUMAN	123	0.141	(227, 654)	427	0.489	873
Homo_sapiens_370505-370739	sp|Q86UC2|RSPH3_HUMAN	235	0.420	(156, 426)	270	0.482	560
Homo_sapiens_370740-370916	sp|Q9UBK7|RBL2A_HUMAN	172	0.754	(21, 196)	175	0.768	228
Homo_sapiens_370917-371000	sp|O43670|ZN207_HUMAN	84	0.176	(1, 89)	88	0.184	478
Homo_sapiens_371001-371207	sp|Q8IUZ0|LRC49_HUMAN	175	0.255	(92, 344)	252	0.367	686
Homo_sapiens_371208-371764	sp|Q96M32|KAD7_HUMAN	520	0.719	(19, 723)	704	0.974	723
Homo_sapiens_371765-371862	sp|Q8NEF3|CC112_HUMAN	97	0.217	(73, 440)	367	0.823	446
Homo_sapiens_371863-372150	sp|Q969Q6|P2R3C_HUMAN	288	0.636	(67, 441)	374	0.826	453
Homo_sapiens_372151-372248	sp|Q16864|VATF_HUMAN	98	0.824	(6, 110)	104	0.874	119
Homo_sapiens_372249-372443	sp|Q6P9G0|CB5D1_HUMAN	178	0.781	(18, 227)	209	0.917	228
Homo_sapiens_372444-372603	sp|Q9UPM9|B9D1_HUMAN	160	0.784	(6, 183)	177	0.868	204
Homo_sapiens_372604-372697	sp|O96015|DNAL4_HUMAN	94	0.895	(11, 105)	94	0.895	105
Homo_sapiens_372698-372881	sp|Q05D32|CTSL2_HUMAN	184	0.395	(259, 465)	206	0.442	466
Homo_sapiens_372882-373079	sp|Q9NWX6|THG1_HUMAN	198	0.664	(29, 241)	212	0.711	298
Homo_sapiens_373080-373217	sp|Q9NVE4|CCD87_HUMAN	124	0.146	(446, 825)	379	0.446	849
Homo_sapiens_373218-373390	sp|Q86WZ0|HEAT4_HUMAN	156	0.152	(543, 820)	277	0.270	1026
Homo_sapiens_373391-373813	sp|Q9NTJ4|MA2C1_HUMAN	422	0.406	(76, 981)	905	0.870	1040
Homo_sapiens_373814-373928	sp|O75161|NPHP4_HUMAN	115	0.081	(1208, 1418)	210	0.147	1426
Homo_sapiens_373929-374018	sp|Q8WZ82|OVCA2_HUMAN	78	0.344	(5, 205)	200	0.881	227
Homo_sapiens_374019-374151	sp|Q9Y224|CN166_HUMAN	129	0.529	(2, 244)	242	0.992	244
Homo_sapiens_374152-374247	sp|Q9H0I2|ENKD1_HUMAN	81	0.234	(103, 345)	242	0.699	346
Homo_sapiens_374248-374344	sp|O75947|ATP5H_HUMAN	51	0.317	(5, 96)	91	0.565	161
Homo_sapiens_374345-374468	sp|Q8TEB9|RHBL4_HUMAN	124	0.394	(8, 208)	200	0.635	315
Homo_sapiens_374469-374565	sp|Q9UNE7|CHIP_HUMAN	97	0.320	(63, 301)	238	0.785	303
Homo_sapiens_374566-374728	sp|Q9ULC3|RAB23_HUMAN	163	0.688	(0, 165)	165	0.696	237
Homo_sapiens_374729-374881	sp|Q8N4P3|MESH1_HUMAN	153	0.855	(7, 167)	160	0.894	179
Homo_sapiens_374882-374978	sp|Q86X60|FA72B_HUMAN	84	0.564	(15, 128)	113	0.758	149
Homo_sapiens_374979-375374	sp|Q8NHU2|CFA61_HUMAN	382	0.309	(16, 1233)	1217	0.984	1237
Homo_sapiens_375375-375870	sp|O75602|SPAG6_HUMAN	496	0.974	(1, 503)	502	0.986	509
Homo_sapiens_375871-375993	sp|Q96SK2|TM209_HUMAN	115	0.205	(339, 543)	204	0.364	561
Homo_sapiens_376646-376805	sp|Q0VFZ6|CC173_HUMAN	139	0.252	(53, 475)	422	0.764	552
Homo_sapiens_376806-376965	sp|Q9NQ48|LZTL1_HUMAN	159	0.532	(3, 294)	291	0.973	299
Homo_sapiens_376966-377088	sp|Q6PIY5|CA228_HUMAN	123	0.280	(15, 247)	232	0.527	440
Homo_sapiens_377089-377393	sp|Q9BVK2|ALG8_HUMAN	293	0.557	(23, 511)	488	0.928	526
Homo_sapiens_377394-377517	sp|Q96EW2|HBAP1_HUMAN	124	0.254	(146, 325)	179	0.367	488
Homo_sapiens_377518-377670	sp|Q8WUF8|F172A_HUMAN	153	0.368	(63, 386)	323	0.776	416
Homo_sapiens_377671-377785	sp|Q9UNN5|FAF1_HUMAN	109	0.168	(340, 620)	280	0.431	650
Homo_sapiens_378133-378236	sp|Q86SZ2|TPC6B_HUMAN	98	0.620	(39, 150)	111	0.703	158
Homo_sapiens_378237-378362	sp|Q9Y365|STA10_HUMAN	123	0.423	(79, 235)	156	0.536	291
Homo_sapiens_378363-378495	sp|Q96PE7|MCEE_HUMAN	131	0.744	(42, 176)	134	0.761	176
Homo_sapiens_378496-378617	sp|O43924|PDE6D_HUMAN	122	0.813	(13, 136)	123	0.820	150
Homo_sapiens_378618-378749	sp|Q14849|STAR3_HUMAN	111	0.249	(58, 423)	365	0.820	445
Homo_sapiens_378750-378946	sp|Q8WVT3|TPC12_HUMAN	183	0.249	(350, 720)	370	0.503	735
Homo_sapiens_379030-379204	sp|O95870|ABHGA_HUMAN	168	0.301	(217, 449)	232	0.416	558
Homo_sapiens_379205-379323	sp|Q9H3E2|SNX25_HUMAN	119	0.142	(147, 822)	675	0.804	840
Homo_sapiens_379324-379413	sp|O75414|NDK6_HUMAN	82	0.441	(10, 141)	131	0.704	186
Homo_sapiens_379667-379774	sp|Q969G6|RIFK_HUMAN	108	0.697	(9, 126)	117	0.755	155
Homo_sapiens_379775-379912	sp|Q9Y256|FACE2_HUMAN	132	0.401	(44, 296)	252	0.766	329
Homo_sapiens_379913-380023	sp|Q96BW9|TAM41_HUMAN	109	0.241	(24, 217)	193	0.427	452
Homo_sapiens_380024-380160	sp|Q8WVC6|DCAKD_HUMAN	137	0.593	(0, 180)	180	0.779	231
Homo_sapiens_380161-380342	sp|O95639|CPSF4_HUMAN	176	0.654	(0, 259)	259	0.963	269
Homo_sapiens_380343-380488	sp|Q9NRP0|OSTC_HUMAN	146	0.980	(0, 148)	148	0.993	149
Homo_sapiens_380489-380586	sp|Q5TC12|ATPF1_HUMAN	73	0.223	(171, 302)	131	0.399	328
Homo_sapiens_380587-380751	sp|A0AVI4|TM129_HUMAN	159	0.439	(45, 359)	314	0.867	362
Homo_sapiens_380752-380835	sp|Q16718|NDUA5_HUMAN	84	0.724	(8, 115)	107	0.922	116
Homo_sapiens_380836-381141	sp|O75312|ZPR1_HUMAN	299	0.651	(30, 452)	422	0.919	459
Homo_sapiens_381142-381298	sp|O95476|CNEP1_HUMAN	157	0.643	(59, 237)	178	0.730	244
Homo_sapiens_381299-381379	sp|Q14919|NC2A_HUMAN	81	0.395	(4, 93)	89	0.434	205
Homo_sapiens_381380-381477	sp|Q15631|TSN_HUMAN	97	0.425	(74, 216)	142	0.623	228
Homo_sapiens_381574-381668	sp|Q9UKL6|PPCT_HUMAN	89	0.416	(49, 210)	161	0.752	214
Homo_sapiens_381669-381838	sp|Q14694|UBP10_HUMAN	169	0.212	(414, 796)	382	0.479	798
Homo_sapiens_381839-381921	sp|Q96LD8|SENP8_HUMAN	79	0.373	(5, 168)	163	0.769	212
Homo_sapiens_381922-382046	sp|P78346|RPP30_HUMAN	97	0.362	(2, 230)	228	0.851	268
Homo_sapiens_382047-382149	sp|Q8N6L1|KTAP2_HUMAN	102	0.750	(7, 112)	105	0.772	136
Homo_sapiens_382150-382288	sp|P24864|CCNE1_HUMAN	139	0.339	(144, 363)	219	0.534	410
Homo_sapiens_382289-382408	sp|Q71UI9|H2AV_HUMAN	120	0.938	(0, 123)	123	0.961	128
Homo_sapiens_382409-382516	sp|O00399|DCTN6_HUMAN	105	0.553	(7, 179)	172	0.905	190
Homo_sapiens_382517-382730	sp|Q9H1X1|RSPH9_HUMAN	208	0.754	(0, 276)	276	1.000	276
Homo_sapiens_382812-382948	sp|Q494V2|CP100_HUMAN	134	0.219	(54, 268)	214	0.350	611
Homo_sapiens_383047-383142	sp|Q96L03|SPT17_HUMAN	51	0.141	(34, 244)	210	0.582	361
Homo_sapiens_383143-383263	sp|Q14BN4|SLMAP_HUMAN	121	0.146	(24, 265)	241	0.291	828
Homo_sapiens_383264-383438	sp|Q2M329|CCD96_HUMAN	162	0.292	(224, 535)	311	0.560	555
Homo_sapiens_383439-383819	sp|Q8NFJ9|BBS1_HUMAN	361	0.609	(22, 588)	566	0.954	593
Homo_sapiens_383820-383971	sp|Q13257|MD2L1_HUMAN	152	0.741	(10, 200)	190	0.927	205
Homo_sapiens_383972-384105	sp|Q9BUL8|PDC10_HUMAN	122	0.575	(27, 209)	182	0.858	212
Homo_sapiens_384106-384248	sp|Q86U90|YRDC_HUMAN	130	0.466	(79, 271)	192	0.688	279
Homo_sapiens_384249-384409	sp|Q96G74|OTUD5_HUMAN	161	0.282	(205, 406)	201	0.352	571
Homo_sapiens_384410-384538	sp|O94829|IPO13_HUMAN	105	0.109	(42, 953)	911	0.946	963
Homo_sapiens_384539-384625	sp|Q9H0W8|SMG9_HUMAN	87	0.167	(204, 342)	138	0.265	520
Homo_sapiens_384626-384712	sp|Q8N4B1|SESQ1_HUMAN	77	0.309	(2, 249)	247	0.992	249
Homo_sapiens_384713-384883	sp|Q9NP80|PLPL8_HUMAN	171	0.219	(440, 721)	281	0.359	782
Homo_sapiens_384884-385074	sp|O15228|GNPAT_HUMAN	179	0.263	(0, 352)	352	0.518	680
Homo_sapiens_385075-385216	sp|Q99614|TTC1_HUMAN	142	0.486	(118, 284)	166	0.568	292
Homo_sapiens_385217-385509	sp|Q8N0X2|SPG16_HUMAN	268	0.425	(108, 586)	478	0.758	631
Homo_sapiens_385783-386072	sp|P48728|GCST_HUMAN	265	0.658	(35, 400)	365	0.906	403
Homo_sapiens_386073-386171	sp|Q53H12|AGK_HUMAN	94	0.223	(7, 212)	205	0.486	422
Homo_sapiens_386172-386287	sp|Q86XL3|ANKL2_HUMAN	107	0.114	(351, 603)	252	0.269	938
Homo_sapiens_386288-386373	sp|Q8IU60|DCP2_HUMAN	86	0.205	(0, 206)	206	0.490	420
Homo_sapiens_386374-386480	sp|Q8IWZ8|SUGP1_HUMAN	107	0.166	(482, 644)	162	0.251	645
Homo_sapiens_386481-386661	sp|Q8TF76|HASP_HUMAN	172	0.216	(488, 751)	263	0.330	798
Homo_sapiens_386662-386747	sp|O15243|OBRG_HUMAN	86	0.656	(6, 125)	119	0.908	131
Homo_sapiens_386748-386906	sp|Q9BSR8|YIPF4_HUMAN	150	0.615	(58, 243)	185	0.758	244
Homo_sapiens_387035-387184	sp|Q9Y5Y5|PEX16_HUMAN	141	0.420	(24, 336)	312	0.929	336
Homo_sapiens_387185-387281	sp|O43427|FIBP_HUMAN	97	0.266	(18, 184)	166	0.456	364
Homo_sapiens_387282-387367	sp|Q9Y3C7|MED31_HUMAN	86	0.656	(16, 105)	89	0.679	131
Homo_sapiens_387368-387467	sp|Q9Y664|KPTN_HUMAN	89	0.204	(217, 397)	180	0.413	436
Homo_sapiens_387468-387625	sp|Q9BWT6|MND1_HUMAN	158	0.771	(0, 201)	201	0.980	205
Homo_sapiens_387626-387712	sp|Q9H1A3|METL9_HUMAN	83	0.261	(126, 315)	189	0.594	318
Homo_sapiens_387713-387793	sp|Q9C0F1|CEP44_HUMAN	74	0.190	(0, 109)	109	0.279	390
Homo_sapiens_387794-387978	sp|B2RC85|R10B2_HUMAN	185	0.213	(107, 339)	232	0.267	870
Homo_sapiens_387979-388083	sp|A2RRH5|WDR27_HUMAN	102	0.123	(605, 813)	208	0.252	827
Homo_sapiens_388084-388225	sp|Q96DY2|IQCD_HUMAN	124	0.276	(0, 417)	417	0.929	449
Homo_sapiens_388226-388474	sp|Q8NDL9|CBPC5_HUMAN	249	0.281	(54, 537)	483	0.545	886
Homo_sapiens_388475-388615	sp|Q8IYG6|LRC56_HUMAN	139	0.256	(52, 233)	181	0.334	542
Homo_sapiens_388616-388746	sp|O75695|XRP2_HUMAN	131	0.374	(25, 177)	152	0.434	350
Homo_sapiens_388747-389014	sp|Q8ND07|BBOF1_HUMAN	263	0.497	(46, 458)	412	0.779	529
Homo_sapiens_389015-389219	sp|Q9NZQ0|DJC27_HUMAN	200	0.733	(15, 270)	255	0.934	273
Homo_sapiens_389220-389312	sp|Q9Y237|PIN4_HUMAN	89	0.679	(34, 131)	97	0.740	131
Homo_sapiens_389313-389446	sp|A6NLP5|TTC36_HUMAN	134	0.709	(8, 183)	175	0.926	189
Homo_sapiens_389447-389646	sp|Q9NQC8|IFT46_HUMAN	191	0.628	(57, 276)	219	0.720	304
Homo_sapiens_389647-389774	sp|Q8WXW3|PIBF1_HUMAN	128	0.169	(313, 684)	371	0.490	757
Homo_sapiens_389775-390025	sp|Q9HCE5|MET14_HUMAN	250	0.548	(105, 400)	295	0.647	456
Homo_sapiens_390026-390250	sp|Q8TCX1|DC2L1_HUMAN	190	0.541	(37, 340)	303	0.863	351
Homo_sapiens_390251-390338	sp|P10109|ADX_HUMAN	86	0.467	(68, 168)	100	0.543	184
Homo_sapiens_390339-390450	sp|O15514|RPB4_HUMAN	110	0.775	(13, 141)	128	0.901	142
Homo_sapiens_390451-390534	sp|Q969R8|ITFG2_HUMAN	84	0.188	(279, 386)	107	0.239	447
Homo_sapiens_390535-390618	sp|Q8N3J2|METL4_HUMAN	84	0.178	(254, 385)	131	0.278	472
Homo_sapiens_390918-391028	sp|Q6ZRR5|TM136_HUMAN	110	0.449	(31, 204)	173	0.706	245
Homo_sapiens_391029-391135	sp|Q6UWH6|TX261_HUMAN	107	0.546	(3, 154)	151	0.770	196
Homo_sapiens_391136-391234	sp|O43805|SSNA1_HUMAN	99	0.832	(0, 100)	100	0.840	119
Homo_sapiens_391235-391359	sp|Q5XPI4|RN123_HUMAN	125	0.095	(124, 266)	142	0.108	1314
Homo_sapiens_391554-391850	sp|Q8TAP6|CEP76_HUMAN	297	0.451	(242, 655)	413	0.627	659
Homo_sapiens_391851-391976	sp|Q9P2M1|LR2BP_HUMAN	121	0.349	(134, 314)	180	0.519	347
Homo_sapiens_391977-392282	sp|Q7Z3D6|GLUCM_HUMAN	256	0.416	(40, 595)	555	0.901	616
Homo_sapiens_392283-392417	sp|Q2YD98|UVSSA_HUMAN	129	0.182	(11, 600)	589	0.831	709
Homo_sapiens_392521-392699	sp|Q92609|TBCD5_HUMAN	179	0.225	(84, 414)	330	0.415	795
Homo_sapiens_392843-392939	sp|Q9BVG4|PBDC1_HUMAN	97	0.416	(28, 155)	127	0.545	233
Homo_sapiens_392940-393023	sp|O95295|SNAPN_HUMAN	80	0.588	(25, 120)	95	0.699	136
Homo_sapiens_393024-393109	sp|Q86U28|ISCA2_HUMAN	79	0.513	(69, 153)	84	0.545	154
Homo_sapiens_393110-393244	sp|Q9NWV4|CA123_HUMAN	128	0.800	(1, 158)	157	0.981	160
Homo_sapiens_393245-393358	sp|Q9UBK9|UXT_HUMAN	114	0.726	(14, 148)	134	0.854	157
Homo_sapiens_393359-393441	sp|Q15543|TAF13_HUMAN	83	0.669	(26, 120)	94	0.758	124
Homo_sapiens_393442-393541	sp|Q9BYC9|RM20_HUMAN	68	0.456	(30, 120)	90	0.604	149
Homo_sapiens_393542-393633	sp|Q92734|TFG_HUMAN	92	0.230	(5, 123)	118	0.295	400
Homo_sapiens_393634-393790	sp|Q96FZ7|CHMP6_HUMAN	151	0.751	(0, 174)	174	0.866	201
Homo_sapiens_393791-393969	sp|Q9C0D9|EPT1_HUMAN	175	0.441	(16, 367)	351	0.884	397
Homo_sapiens_393970-394076	sp|Q5T124|UBX11_HUMAN	101	0.194	(198, 354)	156	0.300	520
Homo_sapiens_394077-394208	sp|Q9BW83|IFT27_HUMAN	125	0.672	(2, 175)	173	0.930	186
Homo_sapiens_394209-394317	sp|Q96HP4|OXND1_HUMAN	98	0.314	(65, 312)	247	0.792	312
Homo_sapiens_394318-394517	sp|Q8WXU2|DAAF4_HUMAN	176	0.419	(0, 398)	398	0.948	420
Homo_sapiens_394518-394631	sp|Q63HM2|PCX4_HUMAN	114	0.097	(1019, 1165)	146	0.125	1172
Homo_sapiens_394632-394792	sp|Q9BYV8|CEP41_HUMAN	160	0.429	(14, 271)	257	0.689	373
Homo_sapiens_394793-394926	sp|Q9NVR7|TBCC1_HUMAN	104	0.187	(234, 545)	311	0.558	557
Homo_sapiens_394927-395245	sp|Q9BR77|CCD77_HUMAN	290	0.594	(46, 488)	442	0.906	488
Homo_sapiens_395246-395450	sp|Q9H0C1|ZMY12_HUMAN	201	0.551	(5, 241)	236	0.647	365
Homo_sapiens_395451-395653	sp|C9JJ37|BTBDJ_HUMAN	141	0.485	(28, 291)	263	0.904	291
Homo_sapiens_395654-395923	sp|P57076|CU059_HUMAN	255	0.879	(0, 290)	290	1.000	290
Homo_sapiens_395924-396006	sp|Q8IW40|CC103_HUMAN	83	0.343	(4, 184)	180	0.744	242
Homo_sapiens_396007-396088	sp|Q9Y4Z0|LSM4_HUMAN	82	0.590	(0, 82)	82	0.590	139
Homo_sapiens_396173-396464	sp|P31948|STIP1_HUMAN	288	0.530	(224, 542)	318	0.586	543
Homo_sapiens_396465-396558	sp|Q9NRF9|DPOE3_HUMAN	94	0.639	(5, 101)	96	0.653	147
Homo_sapiens_396559-396644	sp|Q16514|TAF12_HUMAN	86	0.534	(56, 157)	101	0.627	161
Homo_sapiens_396645-396730	sp|Q9Y3E2|BOLA1_HUMAN	86	0.628	(34, 132)	98	0.715	137
Homo_sapiens_396731-396843	sp|Q8IXY8|PPIL6_HUMAN	111	0.357	(155, 307)	152	0.489	311
Homo_sapiens_396844-396953	sp|Q9NQM4|PIHD3_HUMAN	106	0.495	(86, 212)	126	0.589	214
Homo_sapiens_397264-397369	sp|Q96AG4|LRC59_HUMAN	106	0.345	(17, 149)	132	0.430	307
Homo_sapiens_397370-397473	sp|Q9BRP4|PAAF1_HUMAN	103	0.263	(98, 312)	214	0.546	392
Homo_sapiens_397474-397577	sp|Q9H7X0|NAA60_HUMAN	98	0.405	(14, 187)	173	0.715	242
